"domaine_professionnel","grand_domaine","rome","type_structure","id_structure","nombre_de_fiches_de_poste_en_tension","id","id_asp","structure_id_siae","adresse_ligne_1","adresse_ligne_2","ville","code_commune","code_postal","longitude","latitude","département","région"
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2304-Agent / Agente de tri des déchets,ACI,9604,1,9604,5266,5266,"6 rue du stade","",MAICHE,"25356","25120",6.789022,47.248023,"25",Bourgogne-Franche-Comté
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ACI,5229,1,5229,5199,5199,"62 rue de Trépillot","",BESANCON,"25056","25000",5.99727,47.2395,"25",Bourgogne-Franche-Comté
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,AI,3850,1,3850,811,811,"25 Rue de la Gare","",LENS,"62498","62300",2.830522,50.4272,"62",Hauts-de-France
H24- Cuir et textile,H- Industrie,H2402-Couturier industriel / Couturière industrielle de l'habillement,ETTI,11039,1,11039,6661,6661,"2 rue Owen Chamberlain","",CHALLANS,"85047","85300",-1.881088,46.836202,"85",Pays de la Loire
K22- Nettoyage et propreté industriels,K- Services à la personne et à la collectivité,K2201-Blanchisseur industriel / Blanchisseuse industrielle,ACI,8332,1,8332,1700,1700,"4 Avenue de l'Industrie","1ER ETAGE",ARGENTAN,"61006","61200",-0.027872,48.735978,"61",Normandie
G12- Animation d'activités de loisirs,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1203-Animateur / Animatrice auprès des jeunes,AI,8294,2,8294,2574,2574,"1 Rue des Filatures","",CLISSON,"44043","44190",-1.291219,47.080584,"44",Pays de la Loire
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2304-Agent / Agente de tri des déchets,ACI,5882,1,5882,1847,1847,"1132 Route du Brunet","",ST AUBAN,"06116","06850",6.741588,43.835416,"06",Provence-Alpes-Côte d'Azur
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,AI,4264,4,4264,571,571,"22 Boulevard Henry Bronnert","",CHARLEVILLE MEZIERES,"08105","08000",4.693572,49.764228,"08",Grand Est
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,AI,8504,1,8504,581,581,"12 Rue Félicien Wautelet","",CHARLEVILLE MEZIERES,"08105","08000",4.718845000000001,49.752013999999996,"08",Grand Est
F15- Montage de structures,"F- Construction, Bâtiment et Travaux publics",F1501-Poseur / Poseuse de charpentes ou constructions bois,ETTI,2018,1,2018,2047,2047,"Les Avenus des Paluds, 13400 Aubagne","ZI Centre Agora, Bât. B",AUBAGNE,"13005","13400",5.599144,43.288927,"13",Provence-Alpes-Côte d'Azur
G12- Animation d'activités de loisirs,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1203-Animateur / Animatrice auprès des jeunes,AI,7833,1,7833,821,821,"9 Bis grande rue","",PONTCHATEAU,"44189","44160",-2.091769,47.435234,"44",Pays de la Loire
H33- Préparation et conditionnement,H- Industrie,H3302-Agent / Agente de conditionnement,ETTI,11039,1,11039,6661,6661,"2 rue Owen Chamberlain","",CHALLANS,"85047","85300",-1.881088,46.836202,"85",Pays de la Loire
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,3823,1,3823,1042,1042,"7 Rue Jlb Cocquerel","",HUCQUELIERS,"62463","62650",1.911167,50.5672,"62",Hauts-de-France
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2303-Ripeur / Ripeuse,EI,7624,6,7624,2474,2474,ZI la Lezarde,IMM MONPLAISIR,LE LAMENTIN,"97213","97232",-61.006632,14.607392,"972",Martinique
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1602-Électricien / Électricienne du bâtiment,ETTI,10412,1,10412,2398,2398,"41 Boulevard Pierre de Coubertin","",ANGERS,"49007","49000",-0.53306,47.458742,"49",Pays de la Loire
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1606-Peintre en bâtiment,AI,7459,1,7459,683,683,"1 Rue Saint-malo","",DINAN,"22050","22100",-2.043347,48.456773,"22",Bretagne
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1702-Ouvrier / Ouvrière en voiries,ETTI,12276,1,12276,6612,6612,"16 rue des Vauzelles",MAISON DE LA FORMATION,ANCENIS ST GEREON,"44036","44110",,,"44",Pays de la Loire
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2303-Ripeur / Ripeuse,AI,3972,1,3972,986,986,"3 Rue de l'Orme Sauceron","",HERBLAY SUR SEINE,"95306","95220",2.166174,48.990748,"95",Île-de-France
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,AI,9353,1,9353,1948,1948,"18 C rue Sadi Carnot","",ST DENIS,"97407","97420",55.29327,-20.93715,"974",La Réunion
K26- Services funéraires,K- Services à la personne et à la collectivité,K2601-Porteur / Porteuse funéraire,ETTI,2108,1,2108,2139,2139,"67 Avenue Leon Gambetta","",MONTAUBAN,"82121","82000",1.360655,44.021156,"82",Occitanie
N41- Personnel de conduite du transport routier,N- Transport et Logistique,N4105-Chauffeur-livreur / Chauffeuse-livreuse,AI,7230,1,7230,1581,1581,Espace Couleurs 42 place de la Libération,"",VOUNEUIL SUR VIENNE,"86298","86210",0.538785,46.718682,"86",Nouvelle-Aquitaine
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1620-Installateur / Installatrice chauffage et climatisation,ETTI,11356,1,11356,6780,6780,"35 rue constant ragot","",ST AIGNAN,"41198","41110",1.375584,47.268879,"41",Centre-Val de Loire
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,AI,6681,1,6681,1009,1009,"23 Faubourg de Montargis","",CHATILLON COLIGNY,"45085","45230",2.8469330000000004,47.825794,"45",Centre-Val de Loire
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,AI,6652,1,6652,511,511,"29 avenue de la Gare","",MONTBAZON,"37154","37250",0.718125,47.289634,"37",Centre-Val de Loire
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1611-Façadier / Façadière,ETTI,3284,1,3284,3358,3358,"2 Rue du Cygne","",DESVRES,"62268","62240",1.835443,50.668391,"62",Hauts-de-France
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1607-Employé / Employée de restauration collective,AI,7852,1,7852,992,992,"6 Rue des Arts","",LES HERBIERS,"85109","85500",-1.010424,46.870832,"85",Pays de la Loire
H24- Cuir et textile,H- Industrie,H2410-Opérateur / Opératrice de finition en industrie du textile,ACI,7071,1,7071,2738,2738,"2 Rue Pierre et Marie Curie","",LIMOGES,"87085","87000",1.24899,45.824984,"87",Nouvelle-Aquitaine
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,AI,4300,1,4300,993,993,"6 Rue Gabriel Willaume","",ROMILLY SUR SEINE,"10323","10100",3.727196,48.519811,"10",Grand Est
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1201-Bûcheron / Bûcheronne,ETTI,12129,1,12129,7122,7122,"10 QUAI ALSACE LORRAINE","",MARTIGUES,"13056","13500",5.051089,43.403232,"13",Provence-Alpes-Côte d'Azur
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1602-Électricien / Électricienne du bâtiment,ETTI,10967,2,10967,6197,6197,Route de Baduel,CTRE. BADUEL 1ER ETAGE BAT C,CAYENNE,"97302","97300",-52.306796999999996,4.931638999999991,"973",Guyane
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1603-Équipier polyvalent / Équipière polyvalente de restauration rapide,AI,6841,1,6841,507,507,"18 place du 5 mai","",BRESSUIRE,"79049","79300",-0.492164,46.838633,"79",Nouvelle-Aquitaine
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2913-Soudeur / Soudeuse,ACI,5775,1,5775,4429,4429,"405 RTE DE BRIENNON",PARC INDUSTRIEL DE MARLY,MABLY,"42127","42300",4.074572,46.087634,"42",Auvergne-Rhône-Alpes
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1701-Coffreur / Coffreuse,ETTI,11313,2,11313,1603,1603,"31 Avenue Simone Veil","",NICE,"06088","06200",7.203736,43.680682,"06",Provence-Alpes-Côte d'Azur
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1605-Plongeur officier / Plongeuse officière de cuisine,AI,3822,1,3822,1042,1042,"7 Rue Jlb Cocquerel","",HUCQUELIERS,"62463","62650",1.911167,50.5672,"62",Hauts-de-France
M16- Secrétariat et assistance,M- Support à l'entreprise,M1602-Agent administratif / Agente administrative,ETTI,3884,1,3884,2047,2047,"Les Avenus des Paluds, 13400 Aubagne","ZI Centre Agora, Bât. B",AUBAGNE,"13005","13400",5.599144,43.288927,"13",Provence-Alpes-Côte d'Azur
G12- Animation d'activités de loisirs,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1202-Animateur / Animatrice d'activités culturelles et de loisirs,ACI,6832,2,6832,368,368,Lieu Dit la Voulzie,CS40005,LATHUS ST REMY,"86120","86390",0.931886,46.31165,"86",Nouvelle-Aquitaine
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1201-Bûcheron / Bûcheronne,ACI,7676,1,7676,3625,3625,SECTION LAFFONT,"5 résidence les Jardins du Morne udol 2",LES ABYMES,"97101","97139",-61.52149,16.235271,"971",Guadeloupe
G18- Service,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1803-Serveur / Serveuse en restauration,EI,11053,1,11053,6228,6228,"14 Rue du Puits Jouet",Restaurant - Traiteur du Petit Puits,LES ACHARDS,"85112","85340",-1.7740229999999995,46.55958899999998,"85",Pays de la Loire
A14- Production,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1419-Ouvrier agricole polyvalent / Ouvrière agricole polyvalente,ACI,6529,1,6529,3740,3740,Maison emmaus,"",LESPINASSIERE,"11433","11160",2.538673,43.40192399999999,"11",Occitanie
J13- Professionnels médico-techniques,J- Santé,J1301-Agent / Agente de service hospitalier (ASH),ETTI,2701,1,2701,2755,2755,"45 Rue César Campinchi","",BASTIA,"2B033","20200",9.450515,42.704166,"2B",Corse
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1703-Maçon / Maçonne,ETTI,10892,1,10892,5667,5667,"14 Rue Victor Hugo","",ST LAURENT DU MARONI,"97311","97320",-54.029559,5.502091,"973",Guyane
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,5466,6,5466,1500,1500,"20 Avenue Meunier","",MOULINS,"03190","03000",3.336597,46.559347,"03",Auvergne-Rhône-Alpes
H33- Préparation et conditionnement,H- Industrie,H3302-Agent / Agente de conditionnement,AI,7823,1,7823,634,634,"2 Avenue du Grain d'Or (beaupréau)",BEAUPREAU,BEAUPREAU EN MAUGES,"49023","49600",-0.986,47.202459,"49",Pays de la Loire
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1614-Poseur / Poseuse en fermetures de bâtiment,ETTI,9511,1,9511,2454,2454,"15 ter rue de la baie","",LE PORT,"97415","97460",55.267943,-21.010049,"974",La Réunion
A14- Production,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1402-Aide horticole,ACI,8291,1,8291,888,888,"28 rue Gaston Lamy","",MONDEVILLE,"14437","14120",-0.333278,49.181562,"14",Normandie
H22- Bois,H- Industrie,H2206-Menuisier / Menuisière,ETTI,9558,1,9558,2415,2415,"9 Rue du Chevalier Paul","",MARSEILLE 02,"13055","13002",5.370691,43.30664099999999,"13",Provence-Alpes-Côte d'Azur
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,6841,4,6841,507,507,"18 place du 5 mai","",BRESSUIRE,"79049","79300",-0.492164,46.838633,"79",Nouvelle-Aquitaine
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,10570,5,10570,1921,1921,"47 avenue des pays bas",immeuble le quadri (métro Triangle),RENNES,"35238","35000",-1.685325,48.112508999999996,"35",Bretagne
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,8147,1,8147,1111,1111,"1 Rue François Arago","",DOUVRES LA DELIVRANDE,"14228","14440",-0.371024,49.286396,"14",Normandie
N41- Personnel de conduite du transport routier,N- Transport et Logistique,N4103-Conducteur / Conductrice de bus,ETTI,12141,1,12141,7111,7111,"38 Rue du Faubourg-de-Pierre","",STRASBOURG,"67482","67000",7.745576,48.589045,"67",Grand Est
"I16- Véhicules, engins, aéronefs",I- Installation et Maintenance,I1606-Carrossier-peintre / Carrossière-peintre,EI,4885,1,4885,2727,2727,Rue de Pietralunga,"",PERENCHIES,"59457","59840",2.967918,50.661386,"59",Hauts-de-France
H31- Papier et carton,H- Industrie,H3101-Conducteur / Conductrice de machines à papier ou carton,ETTI,2731,1,2731,4084,4084,"218 Rue Fléming",CENTRE FLEMING,BETHUNE,"62119","62400",2.647975,50.542874,"62",Hauts-de-France
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1306-Auxiliaire de Vie Sociale (AVS),EITI,10261,1,10261,5685,5685,Sente maraichère,Ferme des 2 rives,VAL DE REUIL,"27701","27100",1.213624,49.268109,"27",Normandie
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,ETTI,3829,1,3829,1652,1652,Rue du Chemin des Dames,"",BRUAY LA BUISSIERE,"62178","62700",2.55245,50.495041,"62",Hauts-de-France
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1614-Poseur / Poseuse en fermetures de bâtiment,ETTI,4188,1,4188,7170,7170,"3 Rue Gustave Eiffel",ZAC 2000 - LOCAL 3,LE PORT,"97407","97420",55.31347,-20.946144,"974",La Réunion
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1102-Déménageur / Déménageuse,AI,7704,1,7704,4045,4045,"26 CHEMIN DES EAUX DECOUPEES","",FORT DE FRANCE,"97209","97200",-61.052298,14.609401,"972",Martinique
D12- Commerce non alimentaire et de prestations de confort,"D- Commerce, Vente et Grande distribution",D1214-Vendeur / Vendeuse en prêt-à-porter,EI,5515,1,5515,2077,2077,"405 rue Denis Papin","",LA MOTTE SERVOLEX,"73179","73290",5.884128,45.601481,"73",Auvergne-Rhône-Alpes
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2906-Opérateur / Opératrice en fabrication mécanique,ETTI,10576,1,10576,5982,5982,"511 Avenue Charles de Gaulle","",BELLEY,"01034","01300",5.696203,45.75897,"01",Auvergne-Rhône-Alpes
J13- Professionnels médico-techniques,J- Santé,J1309-Agent / Agente de stérilisation de service hospitalier,AI,4743,1,4743,747,747,"3 Square des Merlets","",VERBERIE,"60667","60410",2.721681,49.307444,"60",Hauts-de-France
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,ACI,10782,1,10782,3529,3529,"3 Rue Felix Mezard","",CLERMONT FERRAND,"63113","63100",3.112716,45.815224,"63",Auvergne-Rhône-Alpes
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,ETTI,3593,1,3593,4091,4091,"52 Avenue Gambetta","",GUERET,"23096","23000",1.8776169999999999,46.172779999999996,"23",Nouvelle-Aquitaine
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1101-Cariste,ACI,7657,1,7657,3291,3291,"21 Avenue du Grand Piton",ZA CAMBAIE,ST PAUL,"97415","97460",55.298257,-20.963109,"974",La Réunion
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1602-Électricien / Électricienne du bâtiment,ETTI,10824,1,10824,6043,6043,"135 Avenue de l’Université",INTER ACTIF QUAI FREYCINET,DUNKERQUE,"59183","59140",2.37009,51.037696,"59",Hauts-de-France
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,9441,1,9441,1795,1795,"18 bis avenue Aristide Briand","",EVREUX,"27229","27000",1.13209,49.020116,"27",Normandie
K22- Nettoyage et propreté industriels,K- Services à la personne et à la collectivité,K2204-Agent / Agente de nettoyage industriel,ETTI,3855,1,3855,1771,1771,"7 Rue de Vendée","",BREST,"29019","29200",-4.512545,48.40424,"29",Bretagne
N41- Personnel de conduite du transport routier,N- Transport et Logistique,N4105-Chauffeur-livreur / Chauffeuse-livreuse,ACI,8165,1,8165,1337,1337,"51 Route de Torigni",CAUMONT-L'EVENTE,CAUMONT SUR AURE,"14143","14240",-0.817064,49.087752,"14",Normandie
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,1500,1,1500,1499,1499,"20 Avenue Meunier","",MOULINS,"03190","03000",3.336597,46.559347,"03",Auvergne-Rhône-Alpes
H24- Cuir et textile,H- Industrie,H2415-Contrôleur / Contrôleuse en industrie textile,ETTI,1647,1,1647,1653,1653,Rue des Moulins Bleus,"",L ETOILE,"80296","80830",2.041586,50.015976,"80",Hauts-de-France
A14- Production,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1419-Ouvrier agricole polyvalent / Ouvrière agricole polyvalente,ACI,7697,1,7697,3919,3919,"71 Rue Jean Baptiste Rouam-sim",baie des tourelles,FORT DE FRANCE,"97209","97200",-61.05594399999998,14.60037199999999,"972",Martinique
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1702-Ouvrier / Ouvrière en voiries,ETTI,2044,1,2044,2073,2073,"51 ROUTE DE TORIGNI",Caumont-l'Eventé,CAUMONT SUR AURE,"14143","14240",-0.817064,49.087752,"14",Normandie
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1103-Préparateur / Préparatrice de commandes,ETTI,4504,1,4504,2785,2785,"23 rue Henri Barbusse","",FRIVILLE ESCARBOTIN,"80368","80130",1.548406,50.089844,"80",Hauts-de-France
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1606-Peintre en bâtiment,AI,5126,1,5126,652,652,"3 Boulevard Pierre de Coubertin","",NEVERS,"58194","58000",3.161973,46.987098,"58",Bourgogne-Franche-Comté
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2903-Tourneur-fraiseur / Tourneuse-fraiseuse,ETTI,11044,1,11044,6645,6645,"552 Avenue de Limoges","",NIORT,"79191","79000",-0.409867,46.317542,"79",Nouvelle-Aquitaine
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2909-Assembleur monteur / Assembleuse monteuse,ETTI,11954,1,11954,6943,6943,"4 RUE DE SAINT HELENS","",CHALON SUR SAONE,"71076","71100",4.863068,46.796537,"71",Bourgogne-Franche-Comté
H33- Préparation et conditionnement,H- Industrie,H3302-Agent / Agente de conditionnement,EI,9698,1,9698,4958,4958,Rue de la Baysse,"",PEYRE EN AUBRAC,"48132","48120",3.386911,44.780762,"48",Occitanie
